标题,价格(元/月),区域,户型,面积(㎡),朝向,详情链接,驾车距离,驾车时间,公交时间,步行距离,步行时间,通勤时间(分钟),价格得分,通勤得分,面积得分,性价比得分,纬度,经度
整租·盛湖悦景 4室2厅 东南/西南,1300,邕宁区-龙岗-盛湖悦景,4室2厅2卫,111.0,,https://nn.zu.ke.com/zufang/NN1983880300505071616.html,19.3公里,43分钟,77分钟,19.3公里,258分钟,77.0,0.9896463182307629,0.2978723404255319,0.036711428847454354,52.2,22.769582,108.472062
整租·五象澜庭府沁苑 4室2厅 南,2500,良庆区-五象湖-五象澜庭府沁苑,4室2厅2卫,112.0,南,https://nn.zu.ke.com/zufang/NN1986003892957085696.html,15.8公里,42分钟,61分钟,14.3公里,191分钟,61.0,0.9772219001076783,0.46808510638297873,0.03709786494058545,58.6,22.736642,108.403194
整租·安吉万达华府 4室1厅 南/北,2500,西乡塘区-安吉-安吉万达华府,4室1厅1卫,100.0,,https://nn.zu.ke.com/zufang/NN1986092293920129024.html,8.5公里,27分钟,27分钟,6.8公里,91分钟,27.0,0.9772219001076783,0.8297872340425532,0.032460631823012266,72.9,22.868409,108.292659
整租·大唐臻观 4室2厅 东南/南,10000,青秀区-琅东-大唐臻观,4室2厅2卫,170.0,,https://nn.zu.ke.com/zufang/NN1986018393098027008.html,11.3公里,36分钟,51分钟,10.8公里,144分钟,51.0,0.8995692868383998,0.574468085106383,0.05951115834218916,60.2,22.800859,108.416609
整租·恒大名都 3室2厅 南/北,1900,良庆区-大沙田-恒大名都,3室2厅2卫,122.0,,https://nn.zu.ke.com/zufang/NN1985971402494181376.html,7.0公里,25分钟,28分钟,7.1公里,95分钟,28.0,0.9834341091692206,0.8191489361702128,0.040962225871896435,72.9,22.761679,108.32111
整租·东盟华府 4室2厅 东南,2100,江南区-沙井-东盟华府,4室2厅2卫,110.0,东南,https://nn.zu.ke.com/zufang/NN1985920110400897024.html,11.9公里,28分钟,59分钟,10.1公里,135分钟,59.0,0.9813633728153731,0.48936170212765956,0.03632499275432326,59.6,22.805157,108.241446
整租·永凯春晖花园西C区 4室2厅 南,3200,青秀区-凤岭北-永凯春晖花园西C区,4室2厅2卫,143.0,南,https://nn.zu.ke.com/zufang/NN1985920073147088896.html,8.1公里,34分钟,30分钟,8.0公里,107分钟,30.0,0.9699743228692123,0.7978723404255319,0.0490773838276495,71.7,22.817687,108.389773
整租·龙域香醍半岛 3室2厅 南/北,1500,邕宁区-龙岗-龙域香醍半岛,3室2厅2卫,100.0,,https://nn.zu.ke.com/zufang/NN1985964642312126464.html,20.1公里,44分钟,82分钟,18.9公里,252分钟,82.0,0.9875755818769154,0.24468085106382978,0.032460631823012266,49.9,22.784777,108.477266
整租·金湖帝景 2室1厅 南,2300,青秀区-金湖-金湖帝景,2室1厅1卫,65.0,南,https://nn.zu.ke.com/zufang/NN1986311149401931776.html,6.0公里,30分钟,23分钟,6.0公里,80分钟,23.0,0.9792926364615258,0.8723404255319149,0.018935368563423823,74.4,22.81602,108.372637
整租·逸景園 3室2厅 东南/南,3600,青秀区-金湖-逸景園,3室2厅2卫,120.0,,https://nn.zu.ke.com/zufang/NN1986307134681251840.html,5.3公里,23分钟,25分钟,5.5公里,73分钟,25.0,0.9658328501615174,0.851063829787234,0.04018935368563424,73.5,22.815108,108.364996
整租·西江大厦 3室2厅 南,4100,青秀区-金湖-西江大厦,3室2厅2卫,168.0,南,https://nn.zu.ke.com/zufang/NN1636293136638541824.html,5.9公里,26分钟,18分钟,5.6公里,75分钟,18.0,0.9606560092768989,0.925531914893617,0.058738286155926966,76.6,22.812132,108.371593
整租·中房翡翠园一期 3室2厅 东南,2800,青秀区-琅东-中房翡翠园一期,3室2厅2卫,142.19,东南,https://nn.zu.ke.com/zufang/NN1639251229496311808.html,10.5公里,33分钟,35分钟,10.4公里,138分钟,35.0,0.9741157955769072,0.7446808510638298,0.048764370592213314,69.7,22.807266,108.413491
整租·广西民族宫 1室0厅 东/东南,3000,青秀区-东葛路-广西民族宫,1室0厅0卫,80.0,,https://nn.zu.ke.com/zufang/NN1635248473349554176.html,1.7公里,6分钟,11分钟,1.6公里,22分钟,11.0,0.9720450592230597,1.0,0.024731909960390302,79.4,22.815167,108.334668
整租·龙光玖珑臺 4室2厅 东南,1800,邕宁区-龙岗-龙光玖珑臺,4室2厅2卫,120.0,东南,https://nn.zu.ke.com/zufang/NN1607710530078769152.html,16.6公里,38分钟,76分钟,16.9公里,225分钟,76.0,0.9844694773461443,0.30851063829787234,0.04018935368563424,52.5,22.777098,108.445773
整租·五洲国际 3室2厅 复式 东南,3600,青秀区-东盟商务区-五洲国际,3室2厅2卫,93.0,东南,https://nn.zu.ke.com/zufang/NN1595344638875533312.html,8.7公里,41分钟,33分钟,8.8公里,118分钟,33.0,0.9658328501615174,0.7659574468085106,0.02975557917109458,69.9,22.806844,108.398213
整租·自治区人事厅宿舍 3室2厅 南,2000,青秀区-东葛路-自治区人事厅宿舍,3室2厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN1585553774879965184.html,3.1公里,13分钟,25分钟,2.7公里,37分钟,25.0,0.9823987409922968,0.851063829787234,0.028596270891701286,73.9,22.816224,108.343356
整租·华兴大厦 4室2厅 东南,3000,青秀区-东葛路-华兴大厦,4室2厅2卫,180.0,东南,https://nn.zu.ke.com/zufang/NN1619298603816189952.html,3.4公里,14分钟,16分钟,2.9公里,38分钟,16.0,0.9720450592230597,0.9468085106382979,0.06337551927350014,78.0,22.816193,108.34713
整租·盛湖悦景 4室2厅 南/北,1500,邕宁区-龙岗-盛湖悦景,4室2厅2卫,111.0,,https://nn.zu.ke.com/zufang/NN1625358558818205696.html,19.3公里,43分钟,77分钟,19.3公里,258分钟,77.0,0.9875755818769154,0.2978723404255319,0.036711428847454354,52.2,22.769582,108.472062
整租·檀府印象檀熙 3室2厅 南,1500,良庆区-五象湖-檀府印象檀熙,3室2厅2卫,98.0,南,https://nn.zu.ke.com/zufang/NN1635230171214643200.html,15.4公里,42分钟,64分钟,14.7公里,196分钟,64.0,0.9875755818769154,0.43617021276595747,0.03168775963675007,57.6,22.741251,108.406095
整租·东方曼哈顿 1室1厅 西,4500,青秀区-金湖-东方曼哈顿,1室1厅0卫,90.0,西,https://nn.zu.ke.com/zufang/NN1637416753698963456.html,5.6公里,24分钟,20分钟,5.8公里,77分钟,20.0,0.956514536569204,0.9042553191489362,0.028596270891701286,75.0,22.814879,108.371523
整租·绿地中央广场 1室0厅 东南,2000,青秀区-青秀万达-绿地中央广场,1室0厅1卫,38.8,东南,https://nn.zu.ke.com/zufang/NN1638504187195031552.html,7.7公里,29分钟,53分钟,6.2公里,82分钟,53.0,0.9823987409922968,0.5531914893617021,0.008810742923389044,61.6,22.831618,108.375646
整租·绿地中央广场 1室0厅 东南,2300,青秀区-青秀万达-绿地中央广场,1室0厅1卫,38.86,东南,https://nn.zu.ke.com/zufang/NN1638504657783357440.html,7.7公里,29分钟,53分钟,6.2公里,82分钟,53.0,0.9792926364615258,0.5531914893617021,0.00883392908897691,61.5,22.831618,108.375646
整租·塞纳维拉花园 4室2厅 南/北,3000,青秀区-凤岭北-塞纳维拉花园,4室2厅2卫,175.0,,https://nn.zu.ke.com/zufang/NN2861427298706931712.html,9.9公里,33分钟,35分钟,9.9公里,132分钟,35.0,0.9720450592230597,0.7446808510638298,0.06144333880784465,69.9,22.817987,108.409228
整租·丰业·柠檬宿 1室0厅 北,950,西乡塘区-北湖南-丰业 - 柠檬宿,1室0厅1卫,46.41,北,https://nn.zu.ke.com/zufang/NN2864349007990226944.html,4.4公里,18分钟,16分钟,3.5公里,46分钟,16.0,0.9932701068499958,0.9468085106382979,0.011751521592116702,77.8,22.841405,108.315591
整租·龙光玖誉湖御湖 4室2厅 南/北,2000,良庆区-五象文旅-龙光玖誉湖御湖,4室2厅2卫,116.0,,https://nn.zu.ke.com/zufang/NN2858696402698248192.html,14.8公里,42分钟,51分钟,13.8公里,184分钟,51.0,0.9823987409922968,0.574468085106383,0.038643609313109846,63.0,22.748502,108.408991
整租·恒大御景 4室2厅 南/北,1800,良庆区-玉洞-恒大御景,4室2厅2卫,124.2,,https://nn.zu.ke.com/zufang/NN2850601839173844992.html,14.1公里,38分钟,58分钟,12.1公里,162分钟,58.0,0.9844694773461443,0.5,0.04181238527678485,60.2,22.735021,108.341533
整租·东葛华都 1室1厅 东南,2000,青秀区-东葛路-东葛华都,1室1厅1卫,80.0,东南,https://nn.zu.ke.com/zufang/NN2871076649141534720.html,2.0公里,11分钟,23分钟,1.9公里,26分钟,23.0,0.9823987409922968,0.8723404255319149,0.024731909960390302,74.7,22.818749,108.338859
整租·新竹小区 4室1厅 南,2200,青秀区-东葛路-新竹小区,4室1厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN2899357907051085824.html,3.9公里,19分钟,21分钟,3.6公里,47分钟,21.0,0.9803280046384494,0.8936170212765957,0.028596270891701286,75.5,22.820001,108.35046
整租·万科魅力之城 3室2厅 东南,1300,良庆区-五象湖-万科魅力之城,3室2厅1卫,78.0,东南,https://nn.zu.ke.com/zufang/NN2898584424234876928.html,15.6公里,44分钟,57分钟,15.4公里,206分钟,57.0,0.9896463182307629,0.5106382978723404,0.023959037774128104,60.5,22.719664,108.393392
整租·富宁新兴苑 4室2厅 南/北,2000,江南区-五一路-富宁新兴苑,4室2厅2卫,121.0,,https://nn.zu.ke.com/zufang/NN2823947640998199296.html,7.8公里,19分钟,44分钟,6.5公里,87分钟,44.0,0.9823987409922968,0.648936170212766,0.04057578977876534,66.1,22.803596,108.269365
整租·天立TT国际 1室1厅 南,1200,青秀区-金湖-天立TT国际,1室1厅1卫,55.0,南,https://nn.zu.ke.com/zufang/NN2760899275293458432.html,6.6公里,29分钟,31分钟,6.7公里,89分钟,31.0,0.9906816864076866,0.7872340425531915,0.015071007632112839,71.4,22.817078,108.378212
整租·龙光玖誉湖澜湖 3室2厅 南,2000,良庆区-五象文旅-龙光玖誉湖澜湖,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2776075787449933824.html,14.4公里,42分钟,55分钟,14.1公里,188分钟,55.0,0.9823987409922968,0.5319148936170213,0.028209834798570185,61.1,22.747132,108.410606
整租·龙光玖珑臺 4室2厅 南,1800,邕宁区-龙岗-龙光玖珑臺,4室2厅2卫,115.0,南,https://nn.zu.ke.com/zufang/NN2839687231705456640.html,16.6公里,38分钟,76分钟,16.9公里,225分钟,76.0,0.9844694773461443,0.30851063829787234,0.03825717321997875,52.5,22.777098,108.445773
整租·联盟新城 4室2厅 复式 东南,6200,青秀区-东盟商务区-联盟新城,4室2厅2卫,300.0,东南,https://nn.zu.ke.com/zufang/NN2848706573965205504.html,9.9公里,38分钟,40分钟,9.0公里,120分钟,40.0,0.9389132775615009,0.6914893617021277,0.10974785044923197,67.4,22.802164,108.393041
整租·烟草公司生活区 3室1厅 东南,1100,青秀区-东葛路-烟草公司生活区,3室1厅1卫,80.0,东南,https://nn.zu.ke.com/zufang/NN2844052019390717952.html,5.9公里,22分钟,38分钟,4.0公里,53分钟,38.0,0.9917170545846102,0.7127659574468085,0.024731909960390302,68.7,22.823277,108.348033
整租·融创九棠府二期 4室2厅 南,2000,良庆区-五象湖-融创九棠府二期,4室2厅2卫,129.0,南,https://nn.zu.ke.com/zufang/NN2848638016623755264.html,15.1公里,42分钟,62分钟,14.2公里,189分钟,62.0,0.9823987409922968,0.4574468085106383,0.04366727852381412,58.5,22.736817,108.400443
整租·中房琅东小区 3室2厅 南,2500,青秀区-金湖-中房琅东小区,3室2厅2卫,103.0,南,https://nn.zu.ke.com/zufang/NN1707710900963639296.html,6.7公里,28分钟,33分钟,7.0公里,93分钟,33.0,0.9772219001076783,0.7659574468085106,0.033619940102405564,70.4,22.818546,108.378038
整租·天誉半岛 5室2厅 东南,3000,良庆区-五象文旅-天誉半岛,5室2厅2卫,140.0,东南,https://nn.zu.ke.com/zufang/NN1709087681499103232.html,15.3公里,39分钟,46分钟,14.7公里,196分钟,46.0,0.9720450592230597,0.6276595744680851,0.04791807554825621,64.9,22.756519,108.427549
整租·印象·愉景湾 4室2厅 南,2000,良庆区-五象湖-印象 - 愉景湾,4室2厅2卫,110.0,南,https://nn.zu.ke.com/zufang/NN1700512056924438528.html,20.9公里,47分钟,80分钟,19.6公里,261分钟,80.0,0.9823987409922968,0.26595744680851063,0.03632499275432326,50.7,22.682391,108.398902
整租·蓝宝国际 1室1厅 南,1800,青秀区-琅东-蓝宝国际,1室1厅1卫,40.5,南,https://nn.zu.ke.com/zufang/NN1709523016490156032.html,5.2公里,21分钟,36分钟,5.0公里,66分钟,36.0,0.9844694773461443,0.7340425531914894,0.009467684281711911,68.9,22.807019,108.372203
整租·太阳广场 4室2厅 东南,3800,兴宁区-朝阳-太阳广场,4室2厅2卫,165.0,东南,https://nn.zu.ke.com/zufang/NN1739176151043014656.html,2.1公里,11分钟,19分钟,1.1公里,14分钟,19.0,0.96376211380767,0.9148936170212766,0.05757897787653367,76.3,22.822002,108.327355
整租·龙光世纪中心 3室1厅 东南,11000,青秀区-东盟商务区-龙光世纪中心,3室1厅1卫,126.75,东南,https://nn.zu.ke.com/zufang/NN1718110118542835712.html,8.7公里,40分钟,27分钟,8.7公里,116分钟,27.0,0.8892156050691626,0.8297872340425532,0.04279779731426915,69.6,22.809498,108.398838
整租·霖峰壹号3组团 1室1厅 东南,14500,青秀区-凤岭北-霖峰壹号3组团,1室1厅1卫,188.0,东南,https://nn.zu.ke.com/zufang/NN1717053938286460928.html,13.4公里,34分钟,45分钟,8.9公里,118分钟,45.0,0.8529777188768326,0.6382978723404256,0.06646700801854893,61.0,22.83138,108.403179
整租·青秀万达 1室0厅 东,3360,青秀区-青秀万达-青秀万达,1室0厅0卫,56.0,东,https://nn.zu.ke.com/zufang/NN1739138408036433920.html,21.3公里,49分钟,69分钟,20.0公里,266分钟,69.0,0.9683177337861344,0.3829787234042553,0.015457443725243937,54.4,22.829845,108.373775
整租·澜湾九里二期 3室2厅 南,3500,良庆区-五象核心区-澜湾九里二期,3室2厅2卫,137.0,南,https://nn.zu.ke.com/zufang/NN1677525639415988224.html,12.2公里,35分钟,38分钟,12.1公里,161分钟,38.0,0.9668682183384412,0.7127659574468085,0.04675876726886291,68.1,22.766259,108.398388
整租·碧园南城故事 3室2厅 南,1500,江南区-经开区-碧园南城故事,3室2厅2卫,110.0,南,https://nn.zu.ke.com/zufang/NN1739610977290158080.html,11.6公里,30分钟,38分钟,10.3公里,137分钟,38.0,0.9875755818769154,0.7127659574468085,0.03632499275432326,68.7,22.756959,108.269611
整租·润和谷 3室2厅 南,1300,青秀区-仙葫-润和谷,3室2厅2卫,116.24,南,https://nn.zu.ke.com/zufang/NN1676511918866563072.html,15.3公里,46分钟,58分钟,15.1公里,201分钟,58.0,0.9896463182307629,0.5,0.0387363539754613,60.4,22.798522,108.453341
整租·时代天骄 1室1厅 南,4500,西乡塘区-西大-时代天骄,1室1厅1卫,120.0,南,https://nn.zu.ke.com/zufang/NN1735604835517988864.html,5.3公里,21分钟,17分钟,4.7公里,63分钟,17.0,0.956514536569204,0.9361702127659575,0.04018935368563424,76.5,22.831153,108.284143
整租·金碧苑小区 3室2厅 东南,3800,青秀区-金湖-金碧苑小区,3室2厅2卫,149.14,东南,https://nn.zu.ke.com/zufang/NN1685167887628632064.html,5.7公里,25分钟,20分钟,5.8公里,77分钟,20.0,0.96376211380767,0.9042553191489362,0.05145010143947444,75.7,22.814163,108.371921
整租·园湖南路34号 4室2厅 南,2800,青秀区-东葛路-园湖南路34号,4室2厅2卫,142.0,南,https://nn.zu.ke.com/zufang/NN1736693374804557824.html,3.2公里,15分钟,15分钟,3.3公里,44分钟,15.0,0.9741157955769072,0.9574468085106383,0.0486909477345184,78.2,22.821285,108.348462
整租·悦桂绿地新世界 3室2厅 南,1700,江南区-经开区-悦桂绿地新世界,3室2厅2卫,105.0,南,https://nn.zu.ke.com/zufang/NN1994366342643318784.html,34.2公里,56分钟,97分钟,32.2公里,429分钟,97.0,0.985504845523068,0.0851063829787234,0.03439281228866776,43.5,22.583282,108.234031
整租·中房翡翠园一期 4室2厅 南,2500,青秀区-琅东-中房翡翠园一期,4室2厅2卫,150.0,南,https://nn.zu.ke.com/zufang/NN1993913639580467200.html,10.5公里,34分钟,35分钟,10.4公里,138分钟,35.0,0.9772219001076783,0.7446808510638298,0.05178243647956719,69.9,22.807266,108.413491
整租·万科金域中央二期 3室2厅 南,2950,良庆区-玉洞-万科金域中央二期,3室2厅2卫,100.0,南,https://nn.zu.ke.com/zufang/NN1994645639949975552.html,11.2公里,38分钟,45分钟,10.7公里,143分钟,45.0,0.9725627433115216,0.6382978723404256,0.032460631823012266,65.1,22.7532,108.378885
整租·天誉城 1室1厅 南,1800,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN1997154056568569856.html,15.6公里,44分钟,50分钟,14.9公里,198分钟,50.0,0.9844694773461443,0.5851063829787234,0.005410105303835378,62.9,22.756519,108.427549
整租·金湖帝景 1室0厅 南,800,青秀区-金湖-金湖帝景,1室0厅0卫,25.0,南,https://nn.zu.ke.com/zufang/NN1993567969740849152.html,6.0公里,29分钟,23分钟,6.0公里,80分钟,23.0,0.9948231591153814,0.8723404255319149,0.003477924838179886,74.8,22.81602,108.372637
整租·农行家属院住宅区 4室2厅 南/北,4500,青秀区-金湖-农行家属院住宅区,4室2厅2卫,170.0,,https://nn.zu.ke.com/zufang/NN1993546957116669952.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.956514536569204,0.8404255319148937,0.05951115834218916,73.1,22.818222,108.369609
整租·昊然风景 3室2厅 南,3300,青秀区-琅东-昊然风景,3室2厅2卫,121.0,南,https://nn.zu.ke.com/zufang/NN1993250520789155840.html,10.3公里,33分钟,27分钟,9.8公里,130分钟,27.0,0.9689389546922885,0.8297872340425532,0.04057578977876534,72.8,22.812028,108.412269
整租·金菲豪园 3室2厅 南/北,4000,青秀区-东盟商务区-金菲豪园,3室2厅2卫,142.65,,https://nn.zu.ke.com/zufang/NN1993148618646749184.html,10.6公里,37分钟,46分钟,10.0公里,134分钟,46.0,0.9616913774538226,0.6276595744680851,0.04894213119505362,64.6,22.807194,108.404317
整租·边防警官公寓 4室2厅 南,5500,青秀区-凤岭北-边防警官公寓,4室2厅2卫,200.0,南,https://nn.zu.ke.com/zufang/NN1997908438394339328.html,14.4公里,34分钟,39分钟,10.4公里,138分钟,39.0,0.9461608547999669,0.7021276595744681,0.07110424113612211,67.4,22.834427,108.420077
整租·五象世茂中心 1室1厅 南,1600,良庆区-五象核心区-五象世茂中心,1室1厅1卫,39.0,南,https://nn.zu.ke.com/zufang/NN1997901375765217280.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.9865402136999917,0.5638297872340425,0.008888030142015264,62.2,22.76937,108.380026
整租·天昌东盟中央城B区 2室1厅 南/北,2600,青秀区-东盟商务区-天昌东盟中央城B区,2室1厅1卫,58.0,,https://nn.zu.ke.com/zufang/NN1998036542240587776.html,10.5公里,38分钟,40分钟,9.1公里,121分钟,40.0,0.9761865319307546,0.6914893617021277,0.016230315911506133,67.0,22.803587,108.398955
整租·枫林蓝岸 4室2厅 南,5000,青秀区-凤岭北-枫林蓝岸,4室2厅2卫,166.0,南,https://nn.zu.ke.com/zufang/NN1998245122378039296.html,9.9公里,33分钟,36分钟,10.2公里,136分钟,36.0,0.9513376956845855,0.7340425531914894,0.057965413969664766,68.6,22.816679,108.41373
整租·国贸中心 1室1厅 南,1500,青秀区-朝阳-国贸中心,1室1厅1卫,59.0,南,https://nn.zu.ke.com/zufang/NN1998244522512875520.html,0.6公里,3分钟,15分钟,0.6公里,8分钟,15.0,0.9875755818769154,0.9574468085106383,0.016616752004637234,78.1,22.813355,108.324689
整租·又一居公寓 1室0厅 东南,700,西乡塘区-西大-又一居公寓,1室0厅1卫,30.0,东南,https://nn.zu.ke.com/zufang/NN1998294933810708480.html,3.6公里,16分钟,12分钟,3.1公里,42分钟,12.0,0.9958585272923052,0.9893617021276596,0.005410105303835378,79.5,22.838685,108.312427
整租·国贸中心 3室2厅 南,6000,青秀区-朝阳-国贸中心,3室2厅1卫,196.0,南,https://nn.zu.ke.com/zufang/NN1998296241573724160.html,0.6公里,3分钟,15分钟,0.6公里,8分钟,15.0,0.9409840139153482,0.9574468085106383,0.06955849676359772,77.3,22.813355,108.324689
整租·宝能五象湖一号 3室2厅 南,800,良庆区-五象湖-宝能五象湖一号,3室2厅1卫,92.0,南,https://nn.zu.ke.com/zufang/NN1998321837242580992.html,13.2公里,40分钟,49分钟,11.8公里,158分钟,49.0,0.9948231591153814,0.5957446808510638,0.029369143077963483,64.2,22.728838,108.386722
整租·区水利厅机关大院 3室2厅 南,3300,青秀区-东葛路-区水利厅机关大院,3室2厅2卫,120.0,南,https://nn.zu.ke.com/zufang/NN1998327100750168064.html,2.9公里,14分钟,34分钟,2.7公里,36分钟,34.0,0.9689389546922885,0.7553191489361702,0.04018935368563424,69.8,22.82502,108.34026
整租·霖峰壹號2组团 3室2厅 南,3000,青秀区-凤岭北-霖峰壹號2组团,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN1998423900811165696.html,12.5公里,33分钟,44分钟,8.5公里,113分钟,44.0,0.9720450592230597,0.648936170212766,0.028209834798570185,65.4,22.830604,108.397707
整租·昊然风景 0室0厅 东,300,青秀区-琅东-昊然风景,地下室,30.0,东,https://nn.zu.ke.com/zufang/NN1998328569201164288.html,10.3公里,33分钟,27分钟,9.8公里,130分钟,27.0,1.0,0.8297872340425532,0.005410105303835378,73.3,22.812028,108.412269
整租·和美春天 1室0厅 南,400,青秀区-琅东-和美春天,1室0厅0卫,17.0,南,https://nn.zu.ke.com/zufang/NN1998356215444275200.html,11.5公里,35分钟,42分钟,11.3公里,150分钟,42.0,0.9989646318230763,0.6702127659574468,0.00038643609313109847,66.8,22.817342,108.419847
整租·南宁绿地中心 2室1厅 南,6000,良庆区-五象核心区-南宁绿地中心,2室1厅0卫,120.0,南,https://nn.zu.ke.com/zufang/NN1998712648547434496.html,10.9公里,39分钟,37分钟,9.4公里,126分钟,37.0,0.9409840139153482,0.723404255319149,0.04018935368563424,67.4,22.76937,108.380026
整租·美泉1612 4室2厅 南/北,5000,青秀区-凤岭北-美泉1612,4室2厅2卫,136.68,,https://nn.zu.ke.com/zufang/NN1998707545971097600.html,11.0公里,36分钟,52分钟,11.0公里,147分钟,52.0,0.9513376956845855,0.5638297872340425,0.046635107719060966,61.5,22.82654,108.416155
整租·五象世茂中心 1室0厅 南,1350,良庆区-五象核心区-五象世茂中心,1室0厅1卫,40.0,南,https://nn.zu.ke.com/zufang/NN1998677207198728192.html,13.2公里,42分钟,52分钟,12.2公里,163分钟,52.0,0.989128634142301,0.5638297872340425,0.009274466235146363,62.3,22.753613,108.393889
整租·金康天和时代 1室1厅 南,1500,江南区-白沙星光-金康天和时代,1室1厅1卫,91.0,南,https://nn.zu.ke.com/zufang/NN1998606889973186560.html,5.0公里,18分钟,35分钟,5.0公里,66分钟,35.0,0.9875755818769154,0.7446808510638298,0.028982706984832383,69.9,22.786813,108.335257
整租·振宁公寓 3室2厅 东南,2600,西乡塘区-北湖南-振宁公寓,3室2厅2卫,113.0,东南,https://nn.zu.ke.com/zufang/NN2021965884049850368.html,4.9公里,23分钟,33分钟,4.4公里,59分钟,33.0,0.9761865319307546,0.7659574468085106,0.03748430103371655,70.4,22.847601,108.317949
整租·人和莱茵鹭湖 4室2厅 南,2300,西乡塘区-心圩区-人和莱茵鹭湖,4室2厅2卫,97.0,南,https://nn.zu.ke.com/zufang/NN2022289066191486976.html,14.7公里,36分钟,77分钟,11.2公里,150分钟,77.0,0.9792926364615258,0.2978723404255319,0.031301323543618975,51.7,22.862086,108.248779
整租·展厦景湾生活区 4室2厅 南,3500,青秀区-凤岭北-展厦景湾生活区,4室2厅2卫,170.0,南,https://nn.zu.ke.com/zufang/NN2022295688208973824.html,7.8公里,31分钟,25分钟,6.4公里,86分钟,25.0,0.9668682183384412,0.851063829787234,0.05951115834218916,73.9,22.834427,108.420077
整租·光明城市 4室2厅 东南/南,1800,良庆区-五象湖-光明城市,4室2厅2卫,145.0,,https://nn.zu.ke.com/zufang/NN2022198410089594880.html,13.2公里,40分钟,49分钟,11.8公里,158分钟,49.0,0.9844694773461443,0.5957446808510638,0.0498502560139117,64.2,22.744205,108.381121
整租·德瑞花园 2室1厅 南/北,2900,青秀区-凤岭北-德瑞花园,2室1厅1卫,62.57,,https://nn.zu.ke.com/zufang/NN2022199003759771648.html,7.8公里,32分钟,24分钟,8.1公里,108分钟,24.0,0.9730804273999835,0.8617021276595744,0.017996328857115256,73.8,22.814109,108.394826
整租·蓝山上城 1室1厅 南,1700,青秀区-凤岭北-蓝山上城,1室1厅1卫,48.0,南,https://nn.zu.ke.com/zufang/NN2022267798029336576.html,8.0公里,35分钟,31分钟,7.6公里,102分钟,31.0,0.985504845523068,0.7872340425531915,0.012365954980195151,71.2,22.81985,108.38498
整租·半岛康城 3室2厅 南,2200,青秀区-柳沙-半岛康城,3室2厅2卫,126.0,南,https://nn.zu.ke.com/zufang/NN2022239717470240768.html,7.1公里,27分钟,55分钟,6.6公里,88分钟,55.0,0.9803280046384494,0.5319148936170213,0.04250797024442083,61.3,22.777663,108.350087
整租·教育路3号住宅小区 4室2厅 南/北,4000,青秀区-星湖-教育路3号住宅小区,4室2厅2卫,144.0,,https://nn.zu.ke.com/zufang/NN2022234250224336896.html,2.7公里,13分钟,24分钟,2.6公里,35分钟,24.0,0.9616913774538226,0.8617021276595744,0.049463819920780604,73.9,22.805393,108.340486
整租·金龙理想1号 3室2厅 南,2500,青秀区-凤岭北-金龙理想1号,3室2厅2卫,118.0,南,https://nn.zu.ke.com/zufang/NN2022345620303380480.html,11.2公里,35分钟,36分钟,10.8公里,144分钟,36.0,0.9772219001076783,0.7340425531914894,0.03941648149937204,69.2,22.817063,108.416352
整租·彰泰城B区 4室2厅 南/北,3300,良庆区-五象核心区-彰泰城B区,4室2厅2卫,136.86,,https://nn.zu.ke.com/zufang/NN2022535257542098944.html,11.0公里,40分钟,41分钟,10.6公里,141分钟,41.0,0.9689389546922885,0.6808510638297872,0.046704666215824565,66.9,22.766922,108.388994
整租·龙光玖珑臺 1室2厅 南,1500,邕宁区-龙岗-龙光玖珑臺,1室2厅1卫,60.0,南,https://nn.zu.ke.com/zufang/NN2022642035055394816.html,16.6公里,38分钟,76分钟,16.9公里,225分钟,76.0,0.9875755818769154,0.30851063829787234,0.01700318809776833,52.2,22.777098,108.445773
整租·盛世·联邦广场 3室2厅 南,2000,兴宁区-朝阳-盛世 - 联邦广场,3室2厅2卫,96.0,南,https://nn.zu.ke.com/zufang/NN2022870399481544704.html,1.7公里,10分钟,24分钟,0.9公里,12分钟,24.0,0.9823987409922968,0.8617021276595744,0.030914887450487875,74.4,22.8177,108.366407
整租·花畔里 3室2厅 南,1300,邕宁区-龙岗-花畔里,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2022958087198998528.html,18.2公里,41分钟,76分钟,17.8公里,237分钟,76.0,0.9896463182307629,0.30851063829787234,0.028209834798570185,52.5,22.77853,108.459063
整租·天誉城 1室1厅 南,1200,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN2022965342464114688.html,15.6公里,44分钟,50分钟,14.9公里,198分钟,50.0,0.9906816864076866,0.5851063829787234,0.005410105303835378,63.1,22.756519,108.427549
